Year,Type,Fund_Name,Assets,Liabilities
2008,fire,CHATHAM FPD FIREFIGHTER'S PENSION FUND,748164.45,858005.06
2008,fire,CHERRY VALLEY FPD FIREFIGHTER'S PENSION FUND,529043.96,316247.15
2008,fire,CHICAGO HEIGHTS FIREFIGHTERS PENSION FUND,33169768,59933006.37
2008,fire,CHICAGO RIDGE FIREFIGHTERS PENSION FUND,5066662.72,10199650.52
2008,fire,CICERO FIREFIGHTERS PENSION FUND,19214786.68,74955362.64
2008,fire,CLARENDON HILLS FIREFIGHTERS PENSION FUND,728086,876254.08
2008,fire,CLINTON FIREFIGHTERS PENSION FUND,1098908.72,1482018.53
2008,fire,COLLINSVILLE FIREFIGHTERS PENSION FUND,13635643.94,19944574.44
2008,fire,COUNTRY CLUB HILLS  FIREFIGHTERS PENSION FUND,4689133.27,5802666.49
2008,fire,COUNTRYSIDE FPD FIREFIGHTERS  PENSION FUND,17627512.47,21858131.53
2008,fire,CRYSTAL LAKE FIREFIGHTERS PENSION FUND,12480949.37,19143016.68
2008,fire,DANVILLE FIREFIGHTERS PENSION FUND,12180836.05,44859465.45
2008,fire,DARIEN WOODRIDGE FPD FIREFIGHTERS PENSION FUND,12174328.64,15646350.33
2008,fire,DECATUR FIREFIGHTERS PENSION FUND,53665854.36,90666286.43
2008,fire,DEERFIELD-BANNOCKBURN FIRE PROTECTION DISTRICT,23014249.55,28404921.63
2008,fire,DEKALB FIREFIGHTERS PENSION FUND,17344376.51,44633476.72
2008,fire,DES PLAINES FIREFIGHTERS PENSION FUND,45369635.1,98279283.42
2008,fire,DIXON COMMUNITY FPD FIREFIGHTER PENSION FUND,3786102.43,5300533.92
2008,fire,DIXON FIREFIGHTERS PENSION FUND,8572756.65,11916453.88
2008,fire,DOLTON FIREFIGHTERS PENSION FUND,10385391.9,11299508.39
2008,fire,DOWNERS GROVE FIREFIGHTERS PENSION FUND,25404028.81,53611170.72
2008,fire,DUQUOIN FIREFIGHTERS PENSION FUND,1973795.47,3886037.57
2008,fire,EAST ALTON FIREFIGHTERS PENSION FUND,1985353.92,4411755.49
2008,fire,EAST DUNDEE/COUNTRYSIDE FPD FIREFIGHTERS PENSION F,883590.97,1786060.32
2008,fire,EAST JOLIET FPD FIREFIGHTERS PENSION FUND,800816,327142.81
2008,fire,EAST MOLINE FIREFIGHTERS PENSION FUND,19499063.02,22389189.6
2008,fire,EAST PEORIA FIREFIGHTERS PENSION FUND,12991681.64,22694310.73
2008,fire,EAST ST LOUIS FIREFIGHTERS PENSION FUND,10500451.74,45318489.64
2008,fire,EDWARDSVILLE FIREFIGHTERS PENSION FUND,9949722.5,12878975.21
2008,fire,EFFINGHAM FIREFIGHTERS PENSION FUND,7581664.48,9878140.61
2008,fire,ELBURN/COUNTRYSIDE FPD FIREFIGHTERS PENSION FUND,1528103,2508598
2008,fire,ELGIN FIREFIGHTERS PENSION FUND,42619259,99745916.88
2008,fire,ELK GROVE VILLAGE FIREFIGHTERS PENSION FUND,49703514,81003553.67
2008,fire,ELMHURST FIREFIGHTERS PENSION FUND,24435633.14,39153925.42
2008,fire,ELMWOOD PARK FIREFIGHTERS PENSION FUND,8125523.4,23361636.8
2008,fire,ELWOOD FIRE PROTECTION DISTRICT,335645.4,427098.2
2008,fire,EVANSTON FIREFIGHTERS PENSION FUND,44520179.17,107363450.5
2008,fire,EVERGREEN PARK FIREFIGHTERS PENSION FUND,1335313.92,2456359.68
2008,fire,FAIRFIELD FIREFIGHTERS PENSION FUND,1403649,2298629.3
2008,fire,FAIRVIEW/CASEYVILLE FPD FIREFIGHTERS  PENSION FUND,1564306.05,1754721.57
2008,fire,FLOSSMOOR FIREFIGHTERS PENSION FUND,1895926.74,2366875.17
2008,fire,FOREST PARK FIREFIGHTERS PENSION FUND,14479167.23,23416509.59
2008,fire,FOREST VIEW FIREFIGHTERS PENSION FUND,2458183.61,4317313.68
2008,fire,FOSTERBURG FPD FIREFIGHTERS PENSION FUND,624759.92,1147587.03
2008,fire,FOX LAKE FIREFIGHTERS PENSION FUND,198830.31,0
2008,fire,FOX RIVER GROVE FPD FIREFIGHTERS PENSION FUND,5582.96,0
2008,fire,FRANKFORT FPD FIREFIGHTERS PENSION FUND,2937720.18,2328997.36
2008,fire,FRANKLIN PARK FIREFIGHTERS PENSION FUND,19980034.11,38844203.17
2008,fire,FREEPORT FIREFIGHTERS PENSION FUND,26223232.67,32705507.68
2008,fire,GALESBURG FIRE FIGHTERS PENSION FUND,17642535.08,36543856.9
2008,fire,GENEVA FIREFIGHTERS PENSION FUND,7506634.7,9675003.19
2008,fire,GLENCOE FIREFIGHTERS PENSION FUND,361664.58,905623
2008,fire,GLENSIDE FPD FIREFIGHTERS PENSION FUND,5858639.31,9810056.16
2008,fire,GLENVIEW FIREFIGHTERS PENSION FUND,44062172.4,78024480.18
2008,fire,GLENWOOD FIREFIGHTERS PENSION FUND,1801716.35,2354312.27
2008,fire,GODFREY PAID FIREFIGHTERS PENSION FUND,4039753.45,5730724.58
2008,fire,GRANITE CITY FIREFIGHTERS PENSION FUND C/O GAIL VA,18735006.95,43281974.74
2008,fire,GRAYSLAKE FPD FIREFIGHTERS PENSION FUND,6265839.9,9769438.39
2008,fire,GREATER ROUND LAKE FPD FIREFIGHTERS PENSION FUND,7216122.88,10747813.9
2008,fire,GURNEE FIREFIGHTERS PENSION FUND,14478961.12,19558393.66
2008,fire,HAMPSHIRE FPD FIREFIGHTERS PENSION FUND,639372,655928.75
2008,fire,HANOVER PARK FIREFIGHTERS PENSION FUND,8540181.17,14319349.13
2008,fire,HARRISBURG FIREFIGHTERS PENSION FUND,2126972,3007492.22
2008,fire,HARVARD FPD PENSION FUND,84976.18,100534.02
2008,fire,HARVEY FIREFIGHTERS PENSION FUND,17285156.62,34030338.07
2008,fire,HAZEL CREST FIREFIGHTERS PENSION FUND,4720248.65,5890137.07
2008,fire,HERRIN FIREFIGHTERS PENSION FUND,4548211.57,8074637.92
2008,fire,HIGHLAND PARK FIREFIGHTERS PENSION FUND,23378201.55,53643768.34
2008,fire,HIGHWOOD FIREFIGHTERS PENSION FUND,1653853,1926053.74
2008,fire,HILLSBORO FIREFIGHTER'S PENSION FUND,340897.29,635759.96
2008,fire,HILLSIDE FIREFIGHTERS PENSION FUND,7452357,15550701.45
2008,fire,HINSDALE FIREFIGHTERS PENSION FUND,12398122.25,19657775.35
2008,fire,HOFFMAN ESTATES FIREFIGHTERS PENSION FUND,40723776.44,72274014.66
2008,fire,HOMER TOWNSHIP FPD FIREFIGHTERS PENSION FUND,1754749.35,1938329.86
2008,fire,HOMEWOOD FIREFIGHTERS PENSION FUND,8404563,10691111.44
2008,fire,HUNTLEY FPD FIREFIGHTERS PENSION FUND,6069944.77,7289742.06
2008,fire,ITASCA FPD #1 FIREFIGHTERS PENSION FUND,5241853.53,10024403.75
2008,fire,IVESDALE FPD FIREFIGHTERS PENSION FUND,44353.52,77751.11
2008,fire,JACKSONVILLE FIREFIGHTERS PENSION FUND,12236970.49,19306607.59
2008,fire,JEFFERSON FPD FIREFIGHTERS PENSION FUND,1100445.84,1566465.31
2008,fire,JERSEYVILLE FIREFIGHTER'S PENSION FUND,32475.61,30129.65
2008,fire,JOLIET FIREFIGHTERS PENSION FUND,54557658.55,160211943.5
2008,fire,JUSTICE FIREFIGHTERS PENSION FUND,287669.13,736196
2008,fire,KANKAKEE FIREFIGHTERS PENSION FUND,8781307.3,39580521.56
2008,fire,KEWANEE COMMUNITY FPD FIREFIGHTERS PENSION FUND,431329.15,715164.52
2008,fire,KEWANEE FIREFIGHTERS PENSION FUND,7564117.47,10884412.94
2008,fire,LAGRANGE FIREFIGHTERS PENSION FUND,9018433.82,17991711.93
2008,fire,LAKE EGYPT FPD FIREFIGHTERS PENSION FUND,579914.61,313548.48
2008,fire,LAKE FOREST FIREFIGHTERS PENSION FUND,22318297.34,30018353.71
2008,fire,LAKE ZURICH FIREFIGHTERS PENSION FUND,9037597.33,21505504.87
2008,fire,LANSING FIREFIGHTERS PENSION FUND,9442386.89,15419415.71
2008,fire,LASALLE FIREFIGHTERS PENSION FUND,1336222.87,1844909.74
2008,fire,LEMONT FPD FIREFIGHTERS PENSION FUND,8697357.65,15444527.46
2008,fire,LEYDEN FPD FIREFIGHTERS PENSION FUND,5450501.28,11733532.21
2008,fire,LIBERTYVILLE FIREFIGHTERS PENSION FUND,16289710.26,23523965.37
2008,fire,LINCOLN FIREFIGHTERS PENSION FUND,7511237,14499421.68
2008,fire,LINCOLN RURAL FPD FIREFIGHTERS PENSION FUND,3559863.07,2429447.9
2008,fire,LINCOLNSHIRE-RIVERWOOD FPD FIREFIGHTERS PENSION FU,17891200.03,20765278.3
2008,fire,LISLE-WOODRIDGE FPD FIREFIGHTERS PENSION FUND,32575220.35,70082687.81
2008,fire,LITCHFIELD FIREFIGHTERS PENSION FUND,3694866.99,4989052.42
2008,fire,LOCKPORT TOWNSHIP FPD PENSION FUND,21070976,34681740.5
2008,fire,LOMBARD FIREFIGHTERS PENSION FUND,34044973.88,43200721.11
2008,fire,LONG CREEK FPD FIREFIGHTERS PENSION FUND,516661.89,384506.17
2008,fire,LONG GROVE FIREFIGHTERS PENSION FUND,1920238.96,2141965.38
2008,fire,LYONS FIREFIGHTERS PENSION FUND,22108.68,297921
2008,fire,MACOMB FIREFIGHTERS PENSION FUND,9699103.87,14319749.2
2008,fire,MANTENO COMMUNITY FPD FIREFIGHTERS PENSION FUND,1996785.35,2757934.07
2008,fire,MARION FIREFIGHTERS PENSION FUND,6051996.03,8968501.36
2008,fire,MARKHAM FIREFIGHTERS PENSION FUND,2906219.42,3421999.69
2008,fire,MARYVILLE FIREFIGHTER'S PENSION FUND,177448.9,435115.61
2008,fire,MATTESON FIREFIGHTERS PENSION FUND,14120724.32,19510228.7
2008,fire,MATTOON FIREFIGHTERS PENSION FUND,15789402.12,30844229.91
2008,fire,MAYWOOD FIREFIGHTERS PENSION FUND,14289629.64,32225446.73
2008,fire,MCCOOK FIREFIGHTERS PENSION FUND,228039,800452.57
2008,fire,MELROSE PARK FIREFIGHTERS PENSION FUND,20151298.9,58857719.37
2008,fire,MENDOTA FIREFIGHTERS PENSION FUND,1344644.41,2250546.4
2008,fire,METROPOLIS FIREFIGHTERS PENSION FUND,2359527.89,3658816.37
2008,fire,MIDLOTHIAN FIREFIGHTERS PENSION FUND,7214790,10316479.35
2008,fire,MINOOKA FPD FIREFIGHTERS PENSION FUND,801723.18,1520943.15
2008,fire,MOKENA FPD FIREFIGHTERS PENSION FUND,3061964.28,4058869.74
2008,fire,MOLINE FIREFIGHTERS PENSION FUND,24542210.46,63407437.17
2008,fire,MONMOUTH FIREFIGHTERS PENSION FUND,4016120.34,8239248.96
2008,fire,MONTGOMERY & COUNTRYSIDE FPD FIREFIGHTER'S PENSION,60816.55,52594.93
2008,fire,MORTON GROVE FIREFIGHTERS PENSION FUND,18055334.33,41734153.71
2008,fire,MT CARMEL FIREFIGHTERS PENSION FUND,1277723.92,1511126.54
2008,fire,MT PROSPECT FIREFIGHTERS PENSION FUND,36681855.81,69062559.34
2008,fire,MT VERNON FIREFIGHTERS PENSION FUND,9782368.76,18802250.71
2008,fire,MT ZION FPD FIREFIGHTERS PENSION FUND,663127.59,592069.43
2008,fire,MUNDELEIN FIREFIGHTERS PENSION FUND,11921934.8,14480165.32
2008,fire,MURPHYSBORO FIREFIGHTERS PENSION FUND,2845818.4,5351580.25
2008,fire,NAPERVILLE FIREFIGHTERS PENSION FUND,73654116.75,102362966.8
2008,fire,NEW LENOX FPD FIREFIGHTERS PENSION FUND,1321742.02,807896.36
2008,fire,NEWPORT TOWNSHIP FPD FIREFIGHTERS PENSION FUND,311184.73,393206.83
2008,fire,NILES FIREFIGHTERS PENSION FUND,27508049.34,49284748.97
2008,fire,NORMAL FIREFIGHTERS PENSION FUND,20465977,32360913.2
2008,fire,NORTH AURORA FPD FIREFIGHTERS PENSION FUND,1342278,2078850.65
2008,fire,NORTH CHICAGO FIREFIGHTERS PENSION FUND,8807034.4,17715890.1
2008,fire,NORTH MAINE FPD FIREFIGHTERS PENSION FUND,10247697.99,21250243.83
2008,fire,NORTH PALOS FPD FIREFIGHTERS PENSION FUND,5530776,8774511.13
2008,fire,NORTH PARK FPD FIREFIGHTER'S PENSION FUND,16563.92,18084.78
2008,fire,NORTH RIVERSIDE FIREFIGHTERS PENSION FUND,9246925.54,16120287.72
2008,fire,NORTHBROOK FIREFIGHTERS PENSION FUND,38707475.44,52800777.01
2008,fire,NORTHLAKE FPD FIREFIGHTERS PENSION FUND,9151826.64,11840697.43
2008,fire,NORTHWEST HOMER FPD FIREFIGHTERS PENSION FUND,2003279.54,2342409.35
2008,fire,NORTHWEST ST CLAIR COUNTY FPD FIREFIGHTERS PENSION,334787.18,387796.54
2008,fire,NORWOOD PARK FPD FIREFIGHTERS PENSION FUND,10116773.39,19738673.69
2008,fire,NUNDA RURAL FPD FIREFIGHTERS PENSION FUND,9826.69,258107
2008,fire,OAK BROOK FIREFIGHTERS PENSION FUND,18120670.17,32834435.66
2008,fire,OAK FOREST FIREFIGHTERS PENSION FUND,11686474.1,16057624.63
2008,fire,OAK LAWN FIREFIGHTERS PENSION FUND,57339847.28,92844846.45
2008,fire,OAK PARK FIREFIGHTERS PENSION FUND,33369253.03,80503241.94
2008,fire,OAKBROOK TERRACE FIRE PROTECTION DISTRICT,822100,1329143.49
2008,fire,OLNEY FIREFIGHTERS PENSION FUND,1938324.55,2336806.76
2008,fire,ORLAND FPD FIREFIGHTERS PENSION FUND,46099181.17,70657210.59
2008,fire,OSWEGO FPD FIREFIGHTERS PENSION FUND,149743,201871.2
2008,fire,OTTAWA FIREFIGHTERS PENSION FUND,11693071.24,19057994.12
2008,fire,PALATINE FIREFIGHTERS PENSION FUND,37612570.87,68164436.85
2008,fire,PALATINE RURAL FPD FIREFIGHTERS PENSION FUND,4176858.46,6150978.39
2008,fire,PALOS FPD PENSION FUND,6491976,7342627.62
2008,fire,PALOS HEIGHTS FPD PENSION FUND,4271883.77,7217665.46
2008,fire,PARIS FIREFIGHTERS PENSION FUND,4426935.76,7472515.86
2008,fire,PARK FOREST FIREFIGHTERS PENSION FUND,8987956.53,16537378.86
2008,fire,PARK RIDGE FIREFIGHTERS PENSION FUND,27397893.53,45823127
2008,fire,PEKIN FIREFIGHTERS PENSION FUND,15707222.35,39302791.55
2008,fire,PEORIA FIREFIGHTERS PENSION FUND,95509838.17,175857655.2
2008,fire,PEOTONE FPD FIREFIGHTERS PENSION FUND,579049.49,433064.56
2008,fire,PERU FIREFIGHTERS PENSION FUND,1549855.99,1989350.12
2008,fire,PINGREE GROVE & COUNTRYSIDE FPD FIREFIGHTER'S PENS,145499.46,211153.67
2008,fire,PLAINFIELD FPD FIREFIGHTERS PENSION FUND,2122289.32,1452757.69
2008,fire,PLEASANTVIEW FPD,20456450.33,27321881
2008,fire,PONTIAC FIREFIGHTERS PENSION FUND,3431181.57,4832802.53
2008,fire,POSEN FIREFIGHTERS PENSION FUND,463988,1201501
2008,fire,PRINCETON FIREFIGHTERS PENSION FUND,4940026.07,5579674.67
2008,fire,PROSPECT HEIGHTS FPD FIREFIGHTERS PENSION FUND,1015350.57,934125.55
2008,fire,QUINCY FIREFIGHTERS PENSION FUND,21318835.55,47147964.78
2008,fire,RIVER FOREST FIREFIGHTERS PENSION FUND,13492046.98,20018563.69
2008,fire,RIVERDALE FIREFIGHTERS PENSION FUND,4167781.79,5107945.09
2008,fire,ROBBINS FIREFIGHTERS PENSION FUND,291102.45,304853.31
2008,fire,ROBERTS PARK FPD FIREFIGHTERS PENSION FUND,9770623.96,11857971.03
2008,fire,ROBINSON FIREFIGHTERS PENSION FUND,3053849.73,3841482.86
2008,fire,ROCHELLE FIREFIGHTERS PENSION FUND,6742274.03,7720979.12
2008,fire,ROCK FALLS FIREFIGHTERS PENSION FUND,5787545.19,6472728.56
2008,fire,ROCK ISLAND FIREFIGHTERS PENSION FUND,20923960.48,53118651.44
2008,fire,ROCKFORD FIREFIGHTERS PENSION FUND,122303319.3,236464224.4
2008,fire,ROLLING MEADOWS FIREFIGHTERS PENSION FUND,16308657.8,43698407.34
2008,fire,ROMEOVILLE FIREFIGHTERS PENSION FUND,2215720.21,3053823.78
2008,fire,ROSELLE FIREFIGHTERS PENSION FUND,2915274.29,4179447.65
2008,fire,RUTLAND/DUNDEE TWPS FPD FIREFIGHTER'S PENSION FUND,1087863.52,1614303.59
2008,fire,SALEM FPD FIREFIGHTERS PENSION FUND,1601597.27,2450533.92
2008,fire,SAUK VILLAGE FIREFIGHTERS PENSION FUND,84680.21,128086.18
2008,fire,SAVANNA FIREFIGHTERS PENSION FUND,1267641.28,1744241.82
2008,fire,SCHAUMBURG FIREFIGHTERS PENSION FUND,68624515.93,116513821
2008,fire,SCHILLER PARK FIREFIGHTERS PENSION FUND,9242885.83,15524260.04
2008,fire,SHELBYVILLE FPD FIREFIGHTERS PENSION FUND,882487.29,1155931.45
2008,fire,SIGNAL HILL FPD FIREFIGHTERS PENSION FUND,349082.69,382434.3
2008,fire,SILVIS FIREFIGHTERS PENSION FUND,200346.24,203462.83
2008,fire,SKOKIE FIREFIGHTERS PENSION FUND,61891667,107565788.9
2008,fire,SOUTH BELOIT FIREFIGHTERS PENSION FUND,505824,1161383
2008,fire,SOUTH CHICAGO HEIGHTS FIREFIGHTERS PENSION FUND,132848.37,286494
2008,fire,SOUTH ELGIN/COUNTRYSIDE FPD FIREFIGHTERS PENSION F,4360120.91,8309448.76
2008,fire,SOUTH HOLLAND FIREFIGHTERS PENSION FUND,7149147.19,9528057.95
2008,fire,SPRINGFIELD FIREFIGHTER'S PENSION FUND,81505485.86,179293454.8
2008,fire,ST CHARLES FIREFIGHTERS PENSION FUND,18805329.92,24307819.7
2008,fire,STERLING FIREFIGHTERS PENSION FUND,11080835.21,15472010.39
2008,fire,STILLMAN FPD PENSION FUND,69708.69,107185.07
2008,fire,STREAMWOOD FIREFIGHTERS PENSION FUND,17459289.01,26299307.23
2008,fire,STREATOR FIREFIGHTERS PENSION FUND,4836250.21,9040264.51
2008,fire,SUGAR GROVE FPD FIREFIGHTER'S PENSION FUND,263151,331293.3
2008,fire,SULLIVAN FPD FIREFIGHTERS PENSION FUND,2601043.71,3534944.62
2008,fire,SWANSEA FIREFIGHTERS PENSION FUND,192113.17,305153.36
2008,fire,SYCAMORE FIREFIGHTERS PENSION FUND,8039561,12682332.36
2008,fire,TAYLORVILLE FIREFIGHTERS PENSION FUND,3903650.86,5580939.26
2008,fire,TRI-STATE FPD FIREFIGHTERS PENSION FUND,18320874,22303996.57
2008,fire,TRI-TOWNSHIP FPD FIREFIGHTERS PENSION FUND,2033899.19,3245925.2
2008,fire,UNIVERSITY PARK FIREFIGHTERS PENSION FUND,3761120.46,4181527.23
2008,fire,URBANA FIREFIGHTERS PENSION FUND,27269748.25,33379479.32
2008,fire,VILLA PARK FIREFIGHTERS PENSION FUND,12009858.53,15346573.5
2008,fire,WARRENVILLE FPD FIREFIGHTERS PENSION FUND,1722717.78,1161932.01
2008,fire,WASHINGTON PARK FIREFIGHTERS PENSION FUND,297274.28,793669.12
2008,fire,WAUCONDA FPD FIREFIGHTER'S PENSION FUND,5027573.87,18939220.51
2008,fire,WAUKEGAN FIREFIGHTERS PENSION FUND,43824102.66,85127903.39
2008,fire,WEST CHICAGO FPD FIREFIGHTERS PENSION FUND,19116101.14,18113960.07
2008,fire,WEST DUNDEE FIREFIGHTERS PENSION FUND,3615685.52,5525161.98
2008,fire,WEST FRANKFORT FIREFIGHTERS PENSION FUND,4258071.92,6111084.82
2008,fire,WESTCHESTER FIREFIGHTERS PENSION FUND,16050898.38,21412255.32
2008,fire,WESTERN SPRINGS FIREFIGHTERS PENSION FUND,405259,395257
2008,fire,WHEATON FIREFIGHTERS PENSION FUND,15810248.01,22433554.97
2008,fire,WHEELING FIREFIGHTERS PENSION FUND,23184236.86,41402411.93
2008,fire,WILLIAMSON COUNTY FIREFIGHTERS PENSION FUND,234884.36,266265.1
2008,fire,WILLOW SPRINGS FIREFIGHTERS PENSION FUND,60365.11,812848.21
2008,fire,WILMETTE FIREFIGHTERS PENSION FUND,24967853.29,47044926.51
2008,fire,WILMINGTON FPD FIREFIGHTER'S PENSION FUND,40136.3,43573.13
2008,fire,WIN-BUR-SEW FPD FIREFIGHTERS PENSION FUND,136177.54,192958.57
2008,fire,WINFIELD FPD FIREFIGHTERS PENSION FUND,1925152.38,2243191.31
2008,fire,WINNETKA FIREFIGHTERS PENSION FUND,16771246.5,26345296.1
2008,fire,WOOD DALE FPD FIREFIGHTERS PENSION FUND,9891140.8,19467930.85
2008,fire,WOOD RIVER FIREFIGHTERS PENSION FUND,4229810.5,6367101.81
2008,fire,WOODSTOCK FIRE/RESCUE DIST. FIREFIGHTERS' PENSION,1328913.38,2207885.43
2008,fire,WORTH FIREFIGHTERS PENSION FUND,2439191.42,3020292.36
2008,fire,YORK CENTER FIRE PROTECTION DISTRICT,362448.97,224822.99
2008,fire,ZION FIREFIGHTERS PENSION FUND,13637008.74,19722697.23
2008,police,ADDISON POLICE PENSION FUND,30289017.56,47486930.72
2008,police,ALGONQUIN POLICE PENSION FUND,8843121.2,17199193.15
2008,police,ALSIP POLICE PENSION FUND,14442626.26,37843223.83
2008,police,ALTON POLICE PENSION FUND,15919429.12,51511842.99
2008,police,ANNA POLICE PENSION FUND,1545168.46,3070003.34
2008,police,ANTIOCH POLICE PENSION FUND,4204290.73,12279463.51
2008,police,ARLINGTON HEIGHTS POLICE PENSION FUND,71723802,92845473.29
2008,police,AURORA POLICE PENSION FUND,97852941.74,227312937.2
2008,police,BARRINGTON HILLS POLICE PENSION FUND,2570164.73,8812287.77
2008,police,BARRINGTON POLICE PENSION FUND,14492338.57,25543928.05
2008,police,BARTLETT POLICE PENSION FUND,17318852,23691033.69
2008,police,BARTONVILLE POLICE PENSION FUND,1768254.23,2156681.8
2008,police,BATAVIA POLICE PENSION FUND,15235611.62,28545850.14
2008,police,BEARDSTOWN POLICE PENSION FUND,1397562.76,2140131.29
2008,police,BELLEVILLE POLICE PENSION FUND,26714683.48,50286200.36
2008,police,BELLWOOD POLICE PENSION FUND,20388220,36018681.55
2008,police,BELVIDERE POLICE PENSION FUND,11554955.83,17853258
2008,police,BENSENVILLE POLICE PENSION FUND,13021117.95,22257692.85
2008,police,BENTON POLICE PENSION FUND,1572570.72,3560089.35
2008,police,BERKELEY POLICE PENSION FUND,6689238,9122291.89
2008,police,BERWYN POLICE PENSION FUND,28872652.06,68377414.4
2008,police,BETHALTO POLICE PENSION FUND,4858577,6775428.81
2008,police,BLOOMINGDALE POLICE PENSION FUND,19024758.5,30970614.43
2008,police,BLOOMINGTON POLICE PENSION FUND,42644814.41,77092448.57
2008,police,BLUE ISLAND POLICE PENSION FUND,7564366.33,23968381.46
2008,police,BOLINGBROOK POLICE PENSION FUND,38531196.6,65855626.11
2008,police,BOURBONNAIS POLICE PENSION FUND,7537709.23,8668490.24
2008,police,BRADLEY POLICE PENSION FUND,9251183.16,13172650.3
2008,police,BRAIDWOOD POLICE PENSION FUND,1256913.54,3647977.18
2008,police,BRIDGEVIEW POLICE PENSION FUND,12890073.96,27717703.5
2008,police,BROADVIEW POLICE PENSION FUND,18585922.36,28493909.89
2008,police,BROOKFIELD POLICE PENSION FUND,10072457.02,25509712.43
2008,police,BUFFALO GROVE POLICE PENSION FUND,31975126.42,54880775.28
2008,police,BURBANK POLICE PENSION FUND,22527123.3,29387838.94
2008,police,BURNHAM POLICE PENSION FUND,1885280.56,4102419.08
2008,police,BURR RIDGE POLICE PENSION FUND,9338000,13105885.29
2008,police,CAHOKIA POLICE PENSION FUND,12925632.55,17410091.99
2008,police,CAIRO POLICE PENSION FUND,1350966.58,4394904.18
2008,police,CALUMET CITY POLICE PENSION FUND,33301654.49,53219510.43
2008,police,CALUMET PARK POLICE PENSION FUND,5200963.99,10704111.07
2008,police,CAMPTON HILLS POLICE PENSION FUND,20838.09,18.46
2008,police,CANTON POLICE PENSION FUND,11341474.39,12030863.96
2008,police,CARBONDALE POLICE PENSION FUND,17622185.76,31432580.41
2008,police,CARLINVILLE POLICE PENSION FUND,2990384.11,4189705.26
2008,police,CARMI POLICE PENSION FUND,3073582.4,4739039.06
